,Question,Answer,keywords,count
284,Q[한 번에 받기] ‘한 번에 받기’를 선택하여 주문한 후 다른 배송예정일로 다시 변경할 수 있나요?,변경 가능 여부는 배송 상태에 따라 다릅니다. [마이쿠팡 → 주문목록 → 배송조회]에서 ‘다시 변경하기’ 버튼이 노출되면 다른 배송예정일로 직접 변경할 수 있습니다. 그러나 해당 버튼이 노출되지 않는다면 이미 배송준비 또는 배송 중인 상태로 변경이 불가합니다.,DELIVERY,0
285,Q[한 번에 받기] ‘한 번에 받기’란 무엇인가요?,로켓상품 ‘한 번에 받기’란 신규 주문 시 아직 배송되지 않은 이전 주문이 있을 경우 두 주문의 배송예정일을 통합하여 한 번에 배송해 드리는 서비스입니다. 적용이 가능한 경우에만 주문 과정에서 ‘한 번에 받기’ 기능이 노출되고 고객님께서는 본인 의사에 따라 ‘한 번에 받기’ 또는 ‘따로 받기’를 선택할 수 있습니다.,DELIVERY,0
286,Q[배송] ‘로켓배송 상품과 같은 시간에 받아보세요’를 선택한 적이 없습니다.,하나의 주문에 각 상품의 배송예정일(시간)이 다른 경우 ‘로켓배송 상품과 같은 시간에 받아보세요’가 기본으로 체크되어 있습니다. 해당 서비스를 원하지 않을 경우 주문/결제 단계에서 ‘다른 도착일(시간)’을 선택해 주세요.,DELIVERY,0
287,Q[배송] ‘로켓배송 상품과 같은 시간에 받아보세요’를 선택하여 주문한 후 다른 배송예정일(시간)로 변경할 수 있나요?,아니요. 해당 기능을 적용한 이후에는 배송예정일(시간)을 변경할 수 없는 점 양해 부탁드립니다.,DELIVERY,0
288,Q[배송] ‘로켓배송 상품과 같은 시간에 받아보세요’는 무엇인가요?,‘로켓배송 상품과 같은 시간에 받아보세요’ 기능은 하나의 주문번호에 여러 상품을 구매하였을 때 각 상품의 배송예정일(시간)이 다른 경우 이를 한 번에 통합하여 같은 시간에 배송해 드리는 서비스입니다. 적용이 가능한 경우에만 주문 과정에서 ‘로켓배송 상품과 같은 시간에 받아보세요’ 기능이 노출되고 고객님께서는 본인 의사에 따라 ‘같은 시간에 받기’ 또는 ‘다른 도착일(시간)에 받기’를 선택할 수 있습니다.,DELIVERY,0
289,Q[프레시백] 프레시백으로 주문했지만 박스나 비닐 포장으로 배송되는 경우도 있나요?,네 수박 계란 등 프레시백에 담기 어려운 상품은 박스나 비닐로 포장되어 배송될 수 있습니다.,DELIVERY,0
290,Q[선물하기] 선물하기로 주문했는데 배송상태가 보이지 않습니다.,선물을 보내는 사람(주문자)이 주문 시 [쿠팡캐시로 교환 가능] 옵션을 선택하였고 선물을 받는 사람(수취인)이 [상품으로 받기] 대신 [쿠팡캐시로 교환하기]로 선물을 수락했다면 상품 배송이 진행되지 않습니다. 이 경우 배송상태가 별도로 보이지 않으며 선물을 보내는 사람(주문자)의 주문내역에서는 [선물 수락 완료]의 상태 값이 표시됩니다.,DELIVERY,0
291,Q[선물하기] 선물을 받는 사람(수취인)이 입력한 주소와 연락처가 주문자에게 노출되나요?,아니요. 선물을 받는 사람(수취인)이 입력한 주소와 연락처 정보는 선물을 보내는 사람(주문자)에게 노출되지 않습니다. 그리고 택배의 운송장에는 선물을 받는 사람(수취인)의 이름이 기재됩니다.,DELIVERY,0
292,Q[프레시백] 로켓프레시 에코서비스(프레시백)가 무엇인가요?,와우 멤버십 회원 중 일부 지역에 한 해 로켓프레시 상품 주문 시 일회용 박스가 아닌 재사용이 가능한 가방에 배송되는 서비스입니다.,DELIVERY,0
293,Q[선물하기] 배송지 입력 기한이 지나면 어떻게 되나요?,선물을 받는 사람(수취인)이 선물 수락 기한 내 배송지를 입력하지 않으면 주문은 자동으로 취소됩니다. 이는 선물을 보내는 사람(주문자)에게 즉시 알림이 가고 결제 취소와 환불이 순차적으로 진행됩니다.,DELIVERY,0
294,Q[선물하기] 선물하기 상품의 배송상태가 계속 ‘선물 수락 전’으로 표시됩니다.,"배송상태가 ‘선물 수락 전’이면 선물을 받는 사람(수취인)이 아직 선물을 수락하지 않은 상태입니다. 이 경우 선물을 보내는 사람(주문자)이 받는 사람(수취인)에게 직접 연락하여 선물 수락하기를 요청하거나 마이쿠팡에서 선물 메시지를 다시 보낼 수 있습니다.
 선물메시지 재전송하기
마이쿠팡 → 주문목록 → 상품선택 → [선물메시지 재전송] 선택
 선물을 받는 사람(수취인)이 7일 내로 선물을 수락하지 않으면 선물하기 주문은 자동으로 취소됩니다.",DELIVERY,0
295,Q[선물하기] 선물한 주문 내역은 어디에서 확인하나요?,"선물하기로 주문한 상품도 마이쿠팡 주문목록에서 일반 상품과 동일하게 확인할 수 있습니다. 선물하기로 주문한 경우 주문목록에 To: 받는 사람 이름이 표기되어 있습니다. 즉 선물을 받는 사람(수취인)의 이름이 기재되어 있는 주문은 선물하기로 구매한 것으로 보시면 됩니다. 
 단 주문 내역을 삭제한 경우에는 마이쿠팡에서 주문 내역을 확인할 수 없습니다. 이 경우 구입 시 수신한 이메일을 확인하시거나 쿠팡 고객센터(1577-7011)로 문의해 주시기 바랍니다.",DELIVERY,0
296,Q[선물하기] 선물하기 상품을 주문한 후 배송지를 변경하고 싶어요.,"선물하기는 배송지를 입력한 후 배송지 변경이 불가합니다. 
 선물을 받는 사람(수취인)은 배송지를 입력하고 수락한 이후에는 배송지 변경이 불가합니다. 입력한 배송지에서 상품을 받기 어려운 경우 쿠팡 고객센터(1577-7011)로 연락하여 취소 및 반품을 접수해 주세요.
 선물을 보내는 사람(주문자)은 선물을 받는 사람(수취인)의 배송지를 볼 수 없기에 배송지를 변경할 수 없습니다.",DELIVERY,0
297,Q[선물하기] 선물하기로 주문한 상품은 언제 배송되나요?,"선물하기로 주문한 상품은 선물을 받는 사람(수취인)이 선물을 수락한 뒤에 안내되는 배송예정일까지 배송됩니다.  따라서 선물을 수락한 일자와 배송지에 따라 각 주문의 배송예정일은 차이가 있습니다. 또한 도서산간 지역 및 천재지변으로 인해 배송 일정이 변동될 수 있으니 각 주문의 배송 현황은 아래의 마이쿠팡을 통해 직접 확인해 주시기 바랍니다. (마이쿠팡 선물함은 모바일 앱에서만 이용 가능 PC는 불가)
 선물을 받는 사람(수취인) :
마이쿠팡 → 선물함(받은 선물) → 배송조회
 선물을 보내는 사람(주문자) : 
마이쿠팡 → 주문목록 또는 선물함(보낸 선물) → 배송상태
※ 선물을 보내는 사람(주문자)은 배송상태만 확인할 수 있습니다.",DELIVERY,0
298,Q[로켓직구] 로켓직구에서 판매하는 상품은 정품이 맞나요?,네 로켓직구 상품은 쿠팡이 보증하는 해외 정품이 맞습니다. 단 해외 현지 국가의 내수용 상품으로 한국으로 공식 수입 및 유통되는 상품과 표지 디자인 또는 포장 방식이 다를 수 있습니다.,DELIVERY,0
299,Q[배송] 주문한 상품과 다른 상품이 배송되었어요.,"주문한 상품과 다른 상품을 받은 경우 마이쿠팡을 통해 직접 쉽고 빠르게 교환 및 반품을 신청할 수 있습니다. 아래의 경로에서 교환/반품을 신청해 주시기 바랍니다. 
 교환/반품 신청하기
• 마이쿠팡 → 주문목록 → 상품선택 → [교환 반품 신청] 선택
• 이후 각 단계에 해당하는 항목을 선택하여 신청을 완료합니다.
 회수/배송/비용 안내 (클릭)
 교환/반품 가능 기간 (클릭)",DELIVERY,0
300,Q[상품분실] 택배사에서 상품을 분실했다는데 어떻게 해야 하나요?,"택배사에서 분실한 상품에 대해서는 판매자 또는 택배사에 문의해 주시기 바랍니다. 분실한 상품의 재배송 및 환불은 판매자와 계약한 택배사의 확인 후 처리가 가능합니다.
 상품 유형별 판매자 문의처
• 로켓배송 로켓프레시 로켓모바일 로켓직구는 쿠팡 고객센터로 문의
• 판매자 배송 상품은 아래의 경로를 통해 해당 판매자에게 직접 문의
 판매자에 문의하기
• 마이쿠팡 → 주문목록 → 상품선택 → [‘판매자명’에 문의하기]
• 버튼 클릭 후 판매자 연락처 확인 및 문의 가능
 택배사에 문의하기
• 마이쿠팡 → 주문목록 → 상품선택 → [택배 배송기사에게 전화하기]
• 택배기사 연락처 확인 불가 시 배송조회 후 택배사로 문의 가능",DELIVERY,0
301,Q[포장] 상품 구매 시 선물포장이 가능한가요?,"상품 페이지 내 선물 포장이 가능하다고 기재된 상품만 선물 포장이 가능합니다. 
모든 상품이 선물 포장이 되는 것이 아니므로 가능 여부를 확인 후 주문해 주시기 바랍니다.
 ※ 선물하기로 주문한 상품도 별도의 선물 포장이 제공되지 않습니다.",DELIVERY,0
302,Q[AS] 주문한 상품을 A/S 받고 싶습니다.,"AS서비스는 제품의 제조사 또는 판매처로 문의해 주시기 바랍니다.
 제조사에 문의하기
각 제품의 포장 보증서 설명서 등에 기재된 제조사의 고객센터로 문의해 주시기 바랍니다. 인터넷 포털 사이트에서 제조사의 고객센터 또는 서비스센터 연락처를 확인하여 그곳으로도 문의할 수 있습니다.
 판매자에 문의하기
상품 상세페이지 내 배송/교환/반품/판매자 안내에서 판매자 연락처를 확인한 후 판매자에게 문의할 수 있습니다. 상품을 구매한지 오래되어 상품 상세페이지를 찾기 어려운 경우 [마이쿠팡 → 주문목록]에서 이전에 주문한 상품을 검색하여 찾을 수 있습니다.",DELIVERY,0
303,Q[로켓직구] 주문한 상품 중 일부가 배송되지 않았어요.,로켓직구 상품은 해외에서 발송되어 합포장이 어려운 경우 각 상품별로 분리되어 배송될 수 있습니다. 마이쿠팡에서 주문한 상품의 배송 현황을 다시 한번 확인해 주세요. 모든 상품이 배송 완료되었는데도 일부 상품을 받지 못하셨다면 마이쿠팡에서 반품 접수가 가능합니다.,DELIVERY,0
304,Q[배송] 배송 및 회수 요청사항에 소화전/EPS실/TPS실을 지정해도 되나요?,아니요. 화재예방 소방시설 설치/유지 및 안전 관리에 관한 법률(제10조)에 따라 소방법에 위반될 수 있으며 소방 호스가 흐트러지거나 엉켜서 화재 시 신속한 방수가 어려울 수 있고 물건 보관으로 인해 소화전/EPS실/TPS실의 장비가 훼손될 수 있기에 안전상을 이유로 소화전/EPS/TPS에 물품보관이 제한됩니다. 안전하고 신속한 배송을 위해 다른 장소로 지정해 주시기 바랍니다.,DELIVERY,0
305,Q[배송지] 한 번에 같이 구매한 상품의 배송지를 각각 설정할 수 있나요?,"아니요. 한 주문번호 당 배송지는 한 곳만 설정이 가능합니다. 
 상품을 각각 다른 주소로 배송받길 원하시면 배송지를 달리하여 각각 따로 주문해 주세요.",DELIVERY,0
306,Q[새벽배송] 새벽배송의 수령 방법과 문자 알림 시간을 바꾸고 싶어요.,"다음의 방법을 통해 새벽배송의 수령 방법과 문자 알림 시간을 변경할 수 있습니다. 
 새벽배송 설정/변경하기  
① 마이쿠팡에서 [주소록∙배송지 관리] 메뉴로 이동
② 변경할 주소지에서 [수정] 버튼 선택
③ [새벽] 메뉴 선택
④ 원하는 수령 방법과 문자 알림 시간을 선택
⑤ [동의하고 저장하기] 선택",DELIVERY,0
307,Q[배송지] 상품 결제 후 상품준비중 이라고 하는데 배송지 변경되나요?,"로켓배송 상품만 주문하셨다면 상품을 준비하는 중에도 배송지 변경이 가능합니다.
 판매자 배송 상품의 경우 '상품준비중'일 때 배송지 등록 후 출고 준비를 마친 상태이기 때문에 배송지 변경이 가능하지 않습니다. 단 일부 판매자의 경우 예외적으로 가능한 경우가 있으니 판매자에게 직접 문의해 보시기 바랍니다.",DELIVERY,0
308,Q[배송] 쿠팡 배송차량의 문제는 어디에 말하면 되나요?,쿠팡 배송차량의 사고 과속 주차 문제 등으로 확인이 필요할 시 고객님의 주소지 및 차량번호를 확인하여 신고접수센터(1800-9119)로 연락 부탁드립니다.,DELIVERY,0
